"Date","601633.SS.Open","601633.SS.High","601633.SS.Low","601633.SS.Close","601633.SS.Volume","601633.SS.Adjusted"
2011-11-23,10.8127650176678,10.8410954063604,10.6333392226148,10.69,3342400,10.69
2011-11-24,10.585017699115,10.7455398230088,10.4717079646018,10.67,4320100,10.67
2011-11-25,10.6522082585278,10.708868940754,10.4633393177738,10.52,2795400,10.52
2011-11-28,10.5411091234347,10.6544543828265,10.4938819320215,10.56,2001700,10.56
2011-11-29,10.6450659630607,10.748874230431,10.5695690413369,10.73,2723000,10.73
2011-11-30,10.7206099815157,10.7206099815157,10.0972088724584,10.22,5367600,10.22
2011-12-01,10.5105565529623,10.708868940754,10.4161220825853,10.52,7411600,10.52
2011-12-02,10.5165688073394,10.5826513761468,10.2805596330275,10.29,2636500,10.29
2011-12-05,10.2955827067669,10.3239191729323,10.0311090225564,10.05,2041700,10.05
2011-12-06,10.0036297640653,10.4660617059891,9.93756805807623,10.4,6209600,10.4
2011-12-07,10.4511181244364,10.6210550045086,10.3661496844004,10.47,3023200,10.47
2011-12-08,10.5278122232064,10.7166519043401,10.4145084145261,10.66,4725800,10.66
2011-12-09,10.57,10.702125,10.4850625,10.57,4258300,10.57
2011-12-12,10.54448,10.68608,10.53504,10.62,2393800,10.62
2011-12-13,10.5738503155996,10.5738503155996,10.1962128043282,10.47,3395200,10.47
2011-12-14,10.3927113970588,10.6381341911765,10.1756066176471,10.27,2848100,10.27
2011-12-15,10.310511627907,10.3577209302326,10.0083720930233,10.15,2601300,10.15
2011-12-16,10.2005286343612,10.7861145374449,10.1533039647577,10.72,5573900,10.72
2011-12-19,10.7161941580756,11.0749742268041,10.5745704467354,10.99,6985200,10.99
2011-12-20,10.9533101045296,11.1327177700348,10.8116724738676,10.84,3880100,10.84
2011-12-21,10.8832690622261,11.1381244522349,10.7511218229623,10.77,4034300,10.77
2011-12-22,10.7800862068966,11.0443965517241,10.6384913793103,10.95,4213900,10.95
2011-12-23,10.9061655405405,11.2933108108108,10.8872804054054,11.18,6377600,11.18
2011-12-26,11.1827839453459,11.3150128095645,11.0505550811272,11.06,3435200,11.06
2011-12-27,11.0238202247191,11.1559550561798,10.7973033707865,10.92,4294900,10.92
2011-12-28,10.9538729329852,10.9727589208007,10.7650130548303,10.85,10298900,10.85
2011-12-29,10.8950889077053,11.3388230313294,10.8195596951736,11.15,8015400,11.15
2011-12-30,11.1395154553049,11.384962406015,11.1395154553049,11.3,5481300,11.3
2012-01-02,11.1395154553049,11.384962406015,11.1395154553049,11.3,5481300,11.3
2012-01-03,11.1395154553049,11.384962406015,11.1395154553049,11.3,5481300,11.3
2012-01-04,11.3516596461668,11.5877590564448,11.2005560235889,11.21,4205400,11.21
2012-01-05,11.1179834710744,11.5898842975207,11.1179834710744,11.42,8119300,11.42
2012-01-06,11.2821761219306,11.5182049110923,10.8573243014395,11.15,3857000,11.15
2012-01-09,11.1549592169657,11.683898858075,10.9566068515498,11.58,7714500,11.58
2012-01-10,11.5995505617978,11.7977528089888,11.5901123595506,11.76,9657900,11.76
2012-01-11,11.72,11.8238839645447,11.6538920225625,11.72,6212400,11.72
2012-01-12,11.7040316205534,12.0343873517787,11.6285217391304,11.94,7482800,11.94
2012-01-13,12.0050407830343,12.0144861337684,11.5233278955954,11.58,7614200,11.58
2012-01-16,11.58,11.58,11.58,11.58,0,11.58
2012-01-17,11.4483294842186,12.2694380292533,11.3445111624326,12.26,11226600,12.26
2012-01-18,12.1827721221613,12.3527642913078,11.9561158966327,12.06,9473900,12.06
2012-01-19,11.895652173913,12.3299378881988,11.895652173913,12.16,7345300,12.16
2012-01-20,12.2033718244804,12.3355042340262,12.052363356428,12.26,12678200,12.26
2012-01-23,12.26,12.26,12.26,12.26,0,12.26
2012-01-24,12.26,12.26,12.26,12.26,0,12.26
2012-01-25,12.26,12.26,12.26,12.26,0,12.26
2012-01-26,12.26,12.26,12.26,12.26,0,12.26
2012-01-27,12.26,12.26,12.26,12.26,0,12.26
2012-01-30,12.2749410840534,12.3315946582875,12.0011154752553,12.02,5744900,12.02
2012-01-31,11.9361018297534,12.0966348448687,11.6244789180589,11.87,5286700,11.87
2012-02-01,11.8138790322581,12.0310806451613,11.6911129032258,11.71,3790400,11.71
2012-02-02,11.7701027667984,11.9683162055336,11.7134703557312,11.94,3526300,11.94
2012-02-03,11.9344178628389,12.0571610845295,11.6039553429027,11.84,11418300,11.84
2012-02-06,11.8689238020424,12.0388845247447,11.7556166535742,12.02,4437200,12.02
2012-02-07,11.9871936758893,11.9871936758893,11.6945928853755,11.94,3691800,11.94
2012-02-08,11.9010785824345,12.335562403698,11.6460554699538,12.26,8987600,12.26
2012-02-09,12.184437596302,12.3450077041602,12.0994298921418,12.26,6421700,12.26
2012-02-10,12.2339217191097,12.3283192632387,12.1961627014582,12.3,6974300,12.3
2012-02-13,12.3390156599553,12.7827293064877,12.1974049217002,12.66,16730600,12.66
2012-02-14,12.6394394618834,12.677197309417,12.4128923766816,12.63,7747500,12.63
2012-02-15,12.582243829469,12.6955123410621,12.4312191473448,12.62,6737400,12.62
2012-02-16,12.6187623386484,12.7603340926348,12.3073044798785,12.43,7635400,12.43
2012-02-17,12.4644873699851,12.7288855869242,12.2095319465082,12.71,7335100,12.71
2012-02-20,13.009374540103,13.009374540103,12.650625459897,12.83,9749400,12.83
2012-02-21,12.841672780631,12.9077696258254,12.652824651504,12.87,5261200,12.87
2012-02-22,12.8066666666667,13.3072222222222,12.75,13.26,9443500,13.26
2012-02-23,13.2172043010753,13.3588172043011,13.0378279569892,13.17,4095300,13.17
2012-02-24,13.1255714285714,13.2955428571429,13.1255714285714,13.22,4634400,13.22
2012-02-27,14.0244194229416,14.052751583392,13.297227304715,13.42,23272700,13.42
2012-02-28,13.408362369338,13.833275261324,13.2478397212544,13.55,8891200,13.55
2012-02-29,13.5527777777778,13.9305555555556,13.3733333333333,13.6,8831000,13.6
2012-03-01,13.5911234396671,13.6571914008322,13.458987517337,13.61,4513300,13.61
2012-03-02,13.6329158249158,14.1616161616162,13.5573872053872,14.02,11400600,14.02
2012-03-05,14.1043383356071,14.2459481582538,13.8116780354707,13.84,8443600,13.84
2012-03-06,13.8049117854622,13.8049117854622,13.2194777699365,13.38,8680000,13.38
2012-03-07,13.2950176429076,13.7954693013409,13.1533803810868,13.38,8232100,13.38
2012-03-08,13.4022471910112,13.5721348314607,13.3078651685393,13.44,4896200,13.44
2012-03-09,13.5244444444444,13.6377777777778,13.4111111111111,13.6,5990800,13.6
2012-03-12,13.5811111111111,13.9305555555556,13.4866666666667,13.6,5573800,13.6
2012-03-13,13.5977715877437,13.6922005571031,13.4844568245125,13.56,4985700,13.56
2012-03-14,13.66,13.9337664132688,13.0747062888735,13.66,11409500,13.66
2012-03-15,13.4810481586402,13.6320963172805,13.1978328611898,13.33,6734400,13.33
2012-03-16,13.4572458791209,13.7877747252747,13.3155906593407,13.75,5792700,13.75
2012-03-19,13.9282729805014,13.9282729805014,13.3522562674095,13.56,7137100,13.56
2012-03-20,13.477401459854,13.477401459854,12.7601167883212,12.93,9603600,12.93
2012-03-21,12.9366270430906,13.1065973254086,12.4172734026746,12.71,9599800,12.71
2012-03-22,12.6177777777778,12.8538888888889,12.5894444444444,12.75,3273100,12.75
2012-03-23,12.6977628635347,12.8204921700224,12.461744966443,12.66,4224500,12.66
2012-03-26,12.6133532041729,13.0098807749627,12.4622950819672,12.67,6126300,12.67
2012-03-27,12.7683320978503,12.9099925871016,12.6550037064492,12.74,3358900,12.74
2012-03-28,12.7760381679389,12.7949236641221,12.1339312977099,12.37,7622400,12.37
2012-03-29,12.364950038432,12.5348501152959,12.1667332820907,12.28,3949700,12.28
2012-03-30,12.2850742942051,12.8327563150074,12.2756315007429,12.71,12430400,12.71
2012-04-02,12.71,12.71,12.71,12.71,0,12.71
2012-04-03,12.71,12.71,12.71,12.71,0,12.71
2012-04-04,12.71,12.71,12.71,12.71,0,12.71
2012-04-05,12.7446197991392,13.4054519368723,12.6124533715925,13.16,10447500,13.16
2012-04-06,13.1538712011577,13.3616136034732,12.9933429811867,13.05,4551100,13.05
2012-04-09,13.0554384672071,13.1687177597642,12.7061606484893,12.81,5148300,12.81
2012-04-10,12.8278514202476,12.9788783685361,12.5069191551347,12.96,2810100,12.96
2012-04-11,12.878324761205,13.218221895665,12.6706098457017,12.85,3421300,12.85
2012-04-12,12.8084183673469,13.0255102040816,12.6762755102041,12.95,5294300,12.95
2012-04-13,12.9679800853485,13.4304480796586,12.9679800853485,13.27,14563300,13.27
2012-04-16,13.3107118175536,13.8204837595024,13.1785487214927,13.66,11505700,13.66
2012-04-17,13.6852773826458,13.7607823613087,13.2511237553343,13.27,5584800,13.27
2012-04-18,13.3978635423846,13.8416264645072,13.2656788421778,13.7,7292500,13.7
2012-04-19,13.7744717109748,14.0293796864349,13.6422972051806,13.85,5607000,13.85
2012-04-20,13.6978361774744,13.9716040955631,13.6600750853242,13.83,2753500,13.83
2012-04-23,13.8816494845361,13.9666391752577,13.5511340206186,13.74,3953500,13.74
2012-04-24,13.7088827586207,13.7844137931034,13.3689931034483,13.69,4203500,13.69
2012-04-25,13.6788804422944,13.943206634416,13.5750380096752,13.66,3730600,13.66
2012-04-26,13.622796961326,13.7644060773481,13.5189502762431,13.67,4296200,13.67
2012-04-27,13.7478494623656,14.3521505376344,13.7478494623656,14.05,7611400,14.05
2012-04-30,14.05,14.05,14.05,14.05,0,14.05
2012-05-01,14.05,14.05,14.05,14.05,0,14.05
2012-05-02,14.1944725205306,15.3466519267214,14.1944725205306,14.95,13936400,14.95
2012-05-03,14.9628731343284,15.2932835820896,14.7079850746269,15.18,8800900,15.18
2012-05-04,15.0511152882206,15.2682894736842,14.8433834586466,15.07,4338600,15.07
2012-05-07,15.07,15.07,15.07,15.07,0,15.07
2012-05-08,15.2033415841584,15.7227103960396,15.1655693069307,15.26,7688100,15.26
