"Date","600153.SS.Open","600153.SS.High","600153.SS.Low","600153.SS.Close","600153.SS.Volume","600153.SS.Adjusted"
2009-01-01,3.07,3.07,3.07,3.07,0,3.07
2009-01-02,3.07,3.07,3.07,3.07,0,3.07
2009-01-05,3.06506024096386,3.2144578313253,3.06506024096386,3.2,14942600,3.2
2009-01-06,3.18387096774194,3.31894428152493,3.15975073313783,3.29,21622300,3.29
2009-01-07,3.30739970282318,3.30739970282318,3.23037147102526,3.24,12568500,3.24
2009-01-08,3.17403817914831,3.2992657856094,3.14995594713656,3.28,16098000,3.28
2009-01-09,3.26478796169631,3.53926128590971,3.26478796169631,3.52,35056500,3.52
2009-01-12,3.50410666666667,3.63406666666667,3.45597333333333,3.61,25695900,3.61
2009-01-13,3.55687065368567,3.64374130737135,3.40243393602225,3.47,25982200,3.47
2009-01-14,3.46248633879781,3.53964480874317,3.41426229508197,3.53,21364200,3.53
2009-01-15,3.47,3.52783333333333,3.40734722222222,3.47,19883800,3.47
2009-01-16,3.46816901408451,3.55487323943662,3.39591549295775,3.42,27823500,3.42
2009-01-19,3.45122302158273,3.4705035971223,3.27769784172662,3.35,28921300,3.35
2009-01-20,3.34695035460993,3.4241134751773,3.23120567375887,3.4,33911900,3.4
2009-01-21,3.36865090403338,3.54721835883171,3.32038942976356,3.47,27237400,3.47
2009-01-22,3.45065217391304,3.49891304347826,3.21417391304348,3.33,54225100,3.33
2009-01-23,3.32823529411765,3.35235294117647,3.25588235294118,3.28,23006100,3.28
2009-02-02,3.32482558139535,3.3393023255814,3.26691860465116,3.32,19315600,3.32
2009-02-03,3.32059722222222,3.50373611111111,3.30131944444444,3.47,49841400,3.47
2009-02-04,3.52374309392265,3.5285635359116,3.44661602209945,3.49,34521700,3.49
2009-02-05,3.4790188172043,3.5948252688172,3.4741935483871,3.59,50569100,3.59
2009-02-06,3.62432989690722,3.77855670103093,3.59541237113402,3.74,53887200,3.74
2009-02-09,3.76212121212121,3.88752525252525,3.6415404040404,3.82,65254500,3.82
2009-02-10,3.76798245614035,3.87894736842105,3.71491228070175,3.85,46789500,3.85
2009-02-11,3.82777777777778,4.09259259259259,3.76518518518519,4.03,93638900,4.03
2009-02-12,4.04671532846715,4.04671532846715,3.86846715328467,3.96,35650600,3.96
2009-02-16,4.18789719626168,4.20719626168224,4.00455607476635,4.13,47250900,4.13
2009-02-17,4.09601449275362,4.11047101449275,3.97072463768116,3.99,37128200,3.99
2009-02-18,3.87376884422111,4.00884422110553,3.78211055276382,3.84,44612300,3.84
2009-02-19,3.84,3.84,3.84,3.84,0,3.84
2009-02-20,3.92298435619735,4.04332129963899,3.84115523465704,4,27111200,4
2009-02-23,4.02400437636761,4.41,4.0095295404814,4.41,83565300,4.41
2009-02-24,4.38577494692144,4.79543524416136,4.31348195329087,4.54,106263300,4.54
2009-02-25,4.54457831325301,4.86746987951807,4.53975903614458,4.8,86524000,4.8
2009-02-26,4.76829810901001,4.79238042269188,4.31555061179088,4.33,42971200,4.33
2009-02-27,4.24433962264151,4.24433962264151,3.9260141509434,4.09,49251600,4.09
2009-03-02,3.99953216374269,4.28865497076023,3.97543859649123,4.12,34126500,4.12
2009-03-03,3.99953216374269,4.19228070175439,3.89352046783626,4.12,31427200,4.12
2009-03-04,4.17332624867163,4.54,4.13955366631243,4.54,39647200,4.54
2009-03-05,4.64853709508882,4.94238244514107,4.43176593521421,4.61,87418700,4.61
2009-03-06,4.53023735810114,4.76638802889577,4.46758513931889,4.67,40551300,4.67
2009-03-09,4.71498947368421,4.90301052631579,4.52214736842105,4.58,54068300,4.58
2009-03-10,4.57247401247401,4.66893970893971,4.34577962577963,4.64,29790100,4.64
2009-03-11,4.75257111597374,4.80082056892779,4.34245076586433,4.41,43677100,4.41
2009-03-12,4.47678391959799,4.82894472361809,4.36582914572864,4.8,71997900,4.8
2009-03-13,4.80863966770509,4.84236760124611,4.62554517133956,4.64,60262100,4.64
2009-03-16,4.62185567010309,4.76628865979381,4.46779381443299,4.67,30512600,4.67
