"Date","000778.SZ.Open","000778.SZ.High","000778.SZ.Low","000778.SZ.Close","000778.SZ.Volume","000778.SZ.Adjusted"
2009-01-01,3.31,3.31,3.31,3.31,0,3.31
2009-01-02,3.31,3.31,3.31,3.31,0,3.31
2009-01-05,3.37605396290051,3.570826306914,3.37605396290051,3.5,11580800,3.5
2009-01-06,3.46569157392687,3.73182829888712,3.45977742448331,3.72,26241900,3.72
2009-01-07,3.68049230769231,3.88726153846154,3.66867692307692,3.84,33278100,3.84
2009-01-08,3.75408805031447,3.85459119496855,3.70088050314465,3.76,14179100,3.76
2009-01-09,3.75457943925234,3.86084112149533,3.73096573208723,3.79,8336400,3.79
2009-01-12,3.79497702909648,3.93684532924962,3.735865237366,3.86,18017200,3.86
2009-01-13,3.80808,3.92616,3.684096,3.69,14198000,3.69
2009-01-14,3.72017804154303,3.99771513353116,3.68474777448071,3.98,16113600,3.98
2009-01-15,3.94180494905386,4.10136826783115,3.88861717612809,4.06,23245800,4.06
2009-01-16,4.05492603550296,4.12575443786982,3.98409763313609,3.99,18938700,3.99
2009-01-19,4.00773333333333,4.09048888888889,3.96044444444444,3.99,10772000,3.99
2009-01-20,3.98995695839311,4.18502152080344,3.96631276901004,4.12,20407800,4.12
2009-01-21,4.07772925764192,4.20183406113537,4.04227074235808,4.06,11479400,4.06
2009-01-22,4.0663924963925,4.10770562770563,3.98376623376623,4.09,7426000,4.09
2009-01-23,4.11909752547307,4.16637554585153,4.01863173216885,4.06,8252300,4.06
2009-01-26,4.06,4.06,4.06,4.06,0,4.06
2009-01-27,4.06,4.06,4.06,4.06,0,4.06
2009-01-28,4.06,4.06,4.06,4.06,0,4.06
2009-01-29,4.06,4.06,4.06,4.06,0,4.06
2009-01-30,4.06,4.06,4.06,4.06,0,4.06
2009-02-02,4.12363112391931,4.1649855907781,4.07046109510086,4.1,6688200,4.1
2009-02-03,4.07636887608069,4.13544668587896,4.04682997118156,4.1,17523300,4.1
2009-02-04,4.09912181303116,4.2349716713881,4.09912181303116,4.17,15750300,4.17
2009-02-05,4.16639436619718,4.30802816901408,4.13688732394366,4.19,17054000,4.19
2009-02-06,4.16193103448276,4.28,4.16193103448276,4.28,13612800,4.28
2009-02-09,4.44096075778079,4.60653585926928,4.24581867388363,4.37,30962100,4.37
2009-02-10,4.30819672131148,4.33770491803279,4.13114754098361,4.32,34848300,4.32
2009-02-11,4.23819444444444,4.34444444444444,4.18506944444444,4.25,34013600,4.25
2009-02-12,4.29032394366197,4.3257323943662,4.01295774647887,4.19,49321000,4.19
2009-02-13,4.18141078838174,4.28771784232365,4.12235131396957,4.27,31549300,4.27
2009-02-16,4.29171875,4.54,4.26216145833333,4.54,43889900,4.54
2009-02-17,4.54458392101552,4.55049365303244,4.17818053596615,4.19,48205700,4.19
2009-02-18,4.10060514372163,4.14190620272315,3.89409984871407,3.9,29748800,3.9
2009-02-19,4.00182222222222,4.04911111111111,3.88951111111111,3.99,20348900,3.99
2009-02-20,4.02507936507937,4.09590187590188,3.96015873015873,4.09,19729600,4.09
2009-02-23,4.07983651226158,4.38730245231608,3.99114441416894,4.34,34880500,4.34
2009-02-24,4.28104347826087,4.3815652173913,4.02086956521739,4.08,33494900,4.08
2009-02-25,4.15409090909091,4.225,3.88818181818182,4.03,23407100,4.03
2009-02-26,3.99311627906977,4.08762790697674,3.72139534883721,3.81,19318900,3.81
2009-02-27,3.7642,3.8586,3.5341,3.54,21811300,3.54
2009-03-02,3.5137030995106,3.65543230016313,3.49008156606852,3.62,9977100,3.62
2009-03-03,3.60043973941368,3.68912052117264,3.52949511400651,3.63,11837400,3.63
2009-03-04,3.65442724458204,3.8377399380805,3.64260061919505,3.82,16704600,3.82
2009-03-05,3.87956989247312,3.9741935483871,3.78494623655914,3.85,29183800,3.85
2009-03-06,3.808173374613,3.94417956656347,3.76086687306502,3.82,24475800,3.82
2009-03-09,3.83858267716535,3.90354330708661,3.73818897637795,3.75,13707500,3.75
2009-03-10,3.7422641509434,3.7777358490566,3.64767295597484,3.76,12716700,3.76
2009-03-11,3.82725,3.9335625,3.76228125,3.78,14249200,3.78
2009-03-12,3.77952755905512,3.83267716535433,3.65551181102362,3.75,8016000,3.75
2009-03-13,3.77314285714286,3.7967619047619,3.70819047619048,3.72,6056400,3.72
2009-03-16,3.72452830188679,3.77182389937107,3.67723270440252,3.76,5803000,3.76
2009-03-17,3.80413793103448,3.98725637181409,3.78050974512744,3.94,17230400,3.94
2009-03-18,3.98591381872214,4.07462109955423,3.96225854383358,3.98,20495800,3.98
2009-03-19,3.96687224669604,4.04361233480176,3.92555066079295,4.02,14114900,4.02
2009-03-20,4.01270803949224,4.20772919605078,3.97133991537377,4.19,32552700,4.19
2009-03-23,4.24689333333333,4.58357333333333,4.20554666666667,4.43,55321800,4.43
2009-03-24,4.52354054054054,4.62983783783784,4.34047297297297,4.37,50924800,4.37
2009-03-25,4.36114084507042,4.4673661971831,4.19,4.19,32132300,4.19
2009-03-26,4.16894451962111,4.3877401894452,4.16894451962111,4.37,25633800,4.37
2009-03-27,4.48235969387755,4.80126275510204,4.39377551020408,4.63,105821600,4.63
2009-03-30,4.61781746031746,4.62373015873016,4.43452380952381,4.47,34863500,4.47
2009-03-31,4.35686746987952,4.42771084337349,4.29192771084337,4.41,20796300,4.41
2009-04-01,4.4818253968254,4.55869047619048,4.44634920634921,4.47,17143100,4.47
2009-04-02,4.46727272727273,4.59727272727273,4.42,4.55,26073200,4.55
2009-04-03,4.56961126005362,4.57552278820375,4.40408847184987,4.41,21975300,4.41
2009-04-06,4.41,4.41,4.41,4.41,0,4.41
2009-04-07,4.40459533607682,4.44598079561042,4.25679012345679,4.31,19604900,4.31
2009-04-08,4.28590344827586,4.35084137931034,4.25048275862069,4.28,14789100,4.28
2009-04-09,4.28910569105691,4.36,4.24775067750678,4.36,16147500,4.36
2009-04-10,4.43548387096774,4.47688172043011,4.37634408602151,4.4,29583100,4.4
2009-04-13,4.4690625,4.6109375,4.3271875,4.54,33995000,4.54
2009-04-14,4.54319693094629,4.63772378516624,4.4427621483376,4.62,34890600,4.62
2009-04-15,4.60360824742268,4.61541237113402,4.42654639175258,4.58,22011200,4.58
2009-04-16,4.57094387755102,4.71858418367347,4.51779336734694,4.63,32300700,4.63
2009-04-17,4.60687989556136,4.69558746736292,4.53,4.53,24160800,4.53
