"Date","600674.SS.Open","600674.SS.High","600674.SS.Low","600674.SS.Close","600674.SS.Volume","600674.SS.Adjusted"
2009-01-01,7.91,7.91,7.91,7.91,0,7.91
2009-01-02,7.91,7.91,7.91,7.91,0,7.91
2009-01-05,7.91,7.91,7.91,7.91,0,7.91
2009-01-06,7.91,7.91,7.91,7.91,0,7.91
2009-01-07,7.91,7.91,7.91,7.91,0,7.91
2009-01-08,7.91,7.91,7.91,7.91,0,7.91
2009-01-09,7.91,7.91,7.91,7.91,0,7.91
2009-01-12,7.91,7.91,7.91,7.91,0,7.91
2009-01-13,7.91,7.91,7.91,7.91,0,7.91
2009-01-14,7.91,7.91,7.91,7.91,0,7.91
2009-01-15,7.91,7.91,7.91,7.91,0,7.91
2009-01-16,7.91,7.91,7.91,7.91,0,7.91
2009-01-19,7.91,7.91,7.91,7.91,0,7.91
2009-01-20,7.91,7.91,7.91,7.91,0,7.91
2009-01-21,7.91,7.91,7.91,7.91,0,7.91
2009-01-22,9.42236119228521,9.4602454704851,9.14634716540035,9.26,24845700,9.26
2009-01-23,9.25720231213873,9.59805780346821,9.12735260115607,9.36,33532000,9.36
2009-01-26,9.36,9.36,9.36,9.36,0,9.36
2009-01-27,9.36,9.36,9.36,9.36,0,9.36
2009-01-28,9.36,9.36,9.36,9.36,0,9.36
2009-01-29,9.36,9.36,9.36,9.36,0,9.36
2009-01-30,9.36,9.36,9.36,9.36,0,9.36
2009-02-02,9.45621993127147,9.58057273768614,9.35890034364261,9.44,17005200,9.44
2009-02-03,9.45671981776765,9.60820045558087,9.36474943052392,9.5,26177700,9.5
2009-02-04,9.56743929359823,9.82163355408388,9.50253863134658,9.8,29059500,9.8
2009-02-05,9.73617511520737,9.81190092165899,9.29263824884793,9.39,34176200,9.39
2009-02-06,9.34421585160202,9.62540753232153,9.34421585160202,9.62,35824400,9.62
2009-02-09,9.62441860465116,10.5165697674419,9.52709302325581,10.23,48475700,10.23
2009-02-10,10.1469445882962,10.5528223718281,9.98459347488348,10.45,33390500,10.45
2009-02-11,10.2757158006363,10.6434782608696,10.0161187698834,10.2,36592800,10.2
2009-02-12,10.2019582664526,10.4940609951846,9.7583948635634,10.11,39296800,10.11
2009-02-13,10.0702619172342,10.4219905709796,10.0702619172342,10.33,32935300,10.33
2009-02-16,10.3658553971487,10.8146639511202,10.2198574338086,10.62,49417400,10.62
2009-02-17,10.6162244897959,10.6162244897959,10.0051020408163,10.07,38467200,10.07
2009-02-18,9.83097588978186,10.0310562571757,9.39296211251435,9.42,32101500,9.42
2009-02-19,9.47340809628009,9.94410284463895,9.39766411378556,9.89,34922200,9.89
2009-02-20,9.74013157894737,9.94575657894737,9.50203947368421,9.87,33598000,9.87
2009-02-23,9.83847237269772,10.1090574214518,9.57871072589382,9.99,47814200,9.99
