"Date","000063.SZ.Open","000063.SZ.High","000063.SZ.Low","000063.SZ.Close","000063.SZ.Volume","000063.SZ.Adjusted"
2009-01-01,9.02,9.02,9.02,9.02,0,9.02
2009-01-02,9.02,9.02,9.02,9.02,0,9.02
2009-01-05,9.45231265686626,9.54186088203657,9.14718537110075,9.25,41285000,9.25
2009-01-06,9.25842068965517,9.72615172413793,9.1721724137931,9.62,58874300,9.62
2009-01-07,9.63462091268416,9.8402479338843,9.15371900826446,9.23,55862100,9.23
2009-01-08,8.94972067039106,8.94972067039106,8.64476722532588,8.9,48900700,8.9
2009-01-09,8.85403909996311,9.1790188122464,8.85403909996311,8.99,21627400,8.99
2009-01-12,8.979,8.979,8.73013636363636,8.76,21988600,8.76
2009-01-13,8.66648347425058,8.87543428132206,8.58024980784012,8.63,17114300,8.63
2009-01-14,8.63438905547226,8.87321964017991,8.6178035982009,8.85,22817400,8.85
2009-01-15,8.81805555555556,9.275533625731,8.78822002923977,9.07,36319200,9.07
2009-01-16,9.13376978417266,9.31617985611511,9.11055395683453,9.22,29254800,9.22
2009-01-19,9.18857340720222,9.83542243767313,9.18857340720222,9.58,58673400,9.58
2009-01-20,9.55968181818182,9.55968181818182,9.3075,9.49,15210600,9.49
2009-01-21,9.28266377126312,9.52799131378936,9.13679334057184,9.16,19020400,9.16
2009-01-22,9.12805418719212,9.44659042927516,9.12805418719212,9.43,23808300,9.43
2009-01-23,9.4973466574776,9.87856650585803,9.4575671950379,9.62,38715200,9.62
2009-02-02,9.80950886766712,9.83603001364257,9.56418826739427,9.72,20307900,9.72
2009-02-03,9.72111925383078,10.0728047968021,9.58840772818121,9.96,23571800,9.96
2009-02-04,9.98727868852459,10.2759475409836,9.98727868852459,10.12,22591600,10.12
2009-02-05,10.0476683937824,10.1073575129534,9.42424870466321,9.6,49421200,9.6
2009-02-06,9.54845637583893,9.91315436241611,9.54845637583893,9.88,66029000,9.88
2009-02-09,10.0004926108374,10.3653530377668,10.0004926108374,10.1,43330800,10.1
2009-02-10,10.1431198686371,10.1431198686371,9.81474548440066,10.1,29949200,10.1
2009-02-11,9.87250962772786,10.5686906290116,9.81946726572529,10.33,48620700,10.33
2009-02-12,10.3304718966035,11.0498917944094,10.177968139465,11.03,44405000,11.03
2009-02-16,11.1135078845582,11.6111276405832,11.0139839333532,11.15,36978500,11.15
2009-02-17,11.144347826087,11.144347826087,10.6567826086957,10.68,38071400,10.68
2009-02-18,10.5480392156863,10.5480392156863,10.0471732026144,10.15,43541800,10.15
2009-02-19,10.4359742765273,10.5354276527331,10.1773954983923,10.31,34796000,10.31
2009-02-20,10.3096024464832,10.9725993883792,10.2764525993884,10.84,31125100,10.84
2009-02-23,10.7418834080717,11.1662541106129,10.6092675635277,11.09,24524100,11.09
2009-02-24,11.0689841986456,11.304353434376,10.0943566591422,10.28,37584300,10.28
2009-02-25,10.3304331210191,10.6089171974522,10.1248853503185,10.41,30141100,10.41
2009-02-26,10.4237972972973,10.5465472972973,9.46502027027027,9.82,26485800,9.82
2009-02-27,9.77917383820998,9.87862306368331,9.40126678141136,9.63,27944900,9.63
2009-03-02,9.60126262626263,9.96939393939394,9.48518518518519,9.85,27124100,9.85
2009-03-03,9.58786244099798,10.0191503708699,9.51487525286581,9.84,20228100,9.84
2009-03-04,9.88980683977201,10.6092463584547,9.88980683977201,10.47,20778800,10.47
2009-03-05,10.6167332293292,10.9384524180967,10.5404492979719,10.63,33705100,10.63
2009-03-06,10.5165772023997,10.8580675718345,10.4668455952005,10.5,20674000,10.5
2009-03-09,10.6768421052632,10.9387894736842,10.5442105263158,10.71,35493900,10.71
2009-03-10,10.6162481536189,11.2731285081241,10.4171935007386,11.23,41078200,11.23
2009-03-11,11.2826196848052,11.3555605114481,11.0140648230746,11.15,25133800,11.15
2009-03-12,11.1359252561784,11.205545509343,10.7745629897529,11,14065300,11
2009-03-13,11.0003832335329,11.2126946107784,10.827880239521,11.08,20603300,11.08
2009-03-16,11.0627349909036,11.0793208004851,10.7509217707702,10.94,12618700,10.94
2009-03-17,10.9951532846715,11.4760875912409,10.9951532846715,11.36,28113700,11.36
2009-03-18,11.3721408450704,11.9324591549296,11.2395211267606,11.77,24080700,11.77
2009-03-19,11.77658674189,11.9026459802539,11.5874978843441,11.76,16906300,11.76
2009-03-20,11.8460084985836,11.9720651558074,11.5441359773371,11.71,25179800,11.71
2009-03-23,11.7066836590201,11.7895921835174,11.4911214953271,11.71,21487900,11.71
2009-03-24,11.858588168048,12.1006001714776,11.4375535867391,11.6,30383600,11.6
2009-03-25,11.6008511904762,11.6008511904762,11.133369047619,11.14,20252400,11.14
2009-03-26,11.1436018957346,11.2663507109005,10.8350710900474,11.2,30001000,11.2
2009-03-27,11.2757693456827,11.5079175380938,11.063519569764,11.1,25382000,11.1
2009-03-30,11.1774773458053,11.4992984507454,11.0978515054078,11.35,24618800,11.35
2009-03-31,11.2391284663271,11.7465308432371,11.1097906055461,11.72,30326900,11.72
2009-04-01,11.7273875384186,12.0557278569433,11.607991058955,11.87,30669600,11.87
2009-04-02,11.8763646563815,11.9957251051893,11.7702664796634,11.82,18747700,11.82
